StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,att_check_1,att_check_2,att_check_3_1,att_check_3_2,att_check_3_3,att_check_4,comp_check_1,comp_check_2,comp_check_3,lr_meaning_1,lr_preference_1,lr_word_gen_1,lf_meaning_1,lf_preference_1,lf_word_gen_1,ll_meaning_1,ll_preference_1,ll_word_gen_1,lm_meaning_1,lm_preference_1,lm_word_gen_1,lh_meaning_1,lh_preference_1,lh_word_gen_1,ercv_meaning_1,ercv_preference_1,ercv_word_gen_1,efcv_meaning_1,efcv_preference_1,efcv_word_gen_1,ercc_meaning_1,ercc_preference_1,ercc_word_gen_1,efcc_meaning_1,efcc_preference_1,efcc_word_gen_1,sfr_full_meaning_1,sfr_full_preference_1,sfr_full_word_gen_1,sfr_par_meaning_1,sfr_par_preference_1,sfr_par_word_gen_1,srf_full_meaning_1,srf_full_preference_1,srf_full_word_gen_1,srf_par_meaning_1,srf_par_preference_1,srf_par_word_gen_1,srfr_full_meaning_1,srfr_full_preference_1,srfr_full_word_gen_1,srfr_par_meaning_1,srfr_par_preference_1,srfr_par_word_gen_1,sfrf_full_meaning_1,sfrf_full_preference_1,sfrf_full_word_gen_1,sfrf_par_meaning_1,sfrf_par_preference_1,sfrf_par_word_gen_1,sfrfr_meaning_1,sfrfr_preference_1,sfrfr_word_gen_1,srfrf_meaning_1,srfrf_preference_1,srfrf_word_gen_1,log_rise_meaning_1,log_rise_preference_1,log_rise_word_gen_1,log_fall_meaning_1,log_fall_preference_1,log_fall_word_gen_1,pc_full_meaning_1,pc_full_preference_1,pc_full_word_gen_1,pc_par_meaning_1,pc_par_preference_1,pc_par_word_gen_1,nc_full_meaning_1,nc_full_preference_1,nc_full_word_gen_1,nc_par_meaning_1,nc_par_preference_1,nc_par_word_gen_1,lrsf_meaning_1,lrsf_preference_1,lrsf_word_gen_1,lrsfer_meaning_1,lrsfer_preference_1,lrsfer_word_gen_1,comp_check_4,comp_check_5,comp_check_6,gender,gender_4_TEXT,ethnicity,ethnicity_5_TEXT,age,education,education_9_TEXT,comments,FL_34_DO
2020-06-16 15:24:40,2020-06-16 15:26:40,0,68.191.33.60,100,119,1,2020-06-16 15:26:40,R_22FXiSRkxCRR2NB,,,,,41.3318939208984375,-73.23670196533203125,anonymous,EN,1,2,2,,,,,3,4,1,0,3,bad,1,2,bad,0,3,bad,1,2,bad,1,2,bad,0,7,bad,0,3,bad,0,1,bad,1,2,bad,1,2,bad,1,2,bad,1,1,bad,1,2,bad,1,2,bad,0,3,bad,1,2,bad,1,2,bad,6,4,bad,1,2,bad,1,2,bad,1,2,bad,2,3,rret,1,2,bad,1,2,bad,1,2,bad,0,3,bad,1,2,bad,2,4,1,1,,1,,,4,,,Positive_Change_Full|Linear_High|Linear_Rise_Sharp_Fall_Exponential_Rise|Linear_Rise_Sharp_Fall|Linear_Rise|Sinusoidal_Rise_Fall_Full|Exponential_Rise_Concave|Sinusoidal_Rise_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Fall_Rise|Exponential_Fall_Convex|Linear_Middle|Positive_Change_Partial|Linear_Fall|Negative_Change_Partial|Linear_Low|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Rise_Full|Negative_Change_Full|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Fall_Full|Logistic_Fall|Exponential_Rise_Convex|Sinusoidal_Rise_Fall_Partial|Exponential_Fall_Concave|Sinusoidal_Fall_Rise_Full|Logistic_Rise
2020-06-16 14:53:48,2020-06-16 15:26:54,0,196.17.66.21,100,1986,1,2020-06-16 15:26:54,R_2xDInlIDEpNZzK3,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,1,2,2,,,,,5,1,1,77,27,good,8,14,worst,100,33,wonderfull life,65,47,good,100,14,"wow ",65,52,trouble,45,46,good,96,16,wonderfull,7,7,worst,49,52,good,42,34,good,51,42,worst,52,11,its ok,20,17,terrible life,23,28,Rude life,56,44,good,51,53,good,7,22,some what trouble,87,69,correct way,47,37,good,46,21,good,62,47,smooth,50,45,good,38,48,good,58,24,good,44,51,good,58,55,good,2,4,3,1,,1,,28,5,,"very nice survey ",Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Rise_Fall_Rise_Full|Sinusoidal_Rise_Fall_Rise_Partial|Linear_Low|Sinusoidal_Rise_Fall_Partial|Linear_High|Exponential_Rise_Convex|Linear_Middle|Linear_Fall|Positive_Change_Full|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Fall_Rise_Fall_Partial|Logistic_Fall|Exponential_Fall_Convex|Linear_Rise_Sharp_Fall|Exponential_Rise_Concave|Sinusoidal_Rise_Fall_Full|Exponential_Fall_Concave|Negative_Change_Partial|Negative_Change_Full|Positive_Change_Partial|Sinusoidal_Fall_Rise_Partial|Linear_Rise|Logistic_Rise|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Fall_Rise_Full|Sinusoidal_Fall_Rise_Fall_Full
2020-06-16 15:18:29,2020-06-16 15:28:08,0,71.85.150.115,100,578,1,2020-06-16 15:28:08,R_qUgQ3YjO2p8uxFf,,,,,38.76300048828125,-90.54740142822265625,anonymous,EN,1,2,1,15,30,50,1,5,1,2,86,100,happy,28,11,decline,0,0,sad,80,54,flat,100,100,bliss,74,53,recovery,20,9,Slope,100,100,Happy,90,82,old,50,35,average,94,81,college,70,30,Peaked,64,27,old,90,60,Hill,70,41,average,61,10,average,61,37,peaked,73,42,chaotic,61,19,divorce,89,71,"meaningful ",31,0,depression,75,31,check,39,21,Sad,78,63,sickness,92,49,pleased,30,0,bland,51,39,recovery,4,2,2,1,,1,,29,4,,,Sinusoidal_Rise_Fall_Rise_Full|Exponential_Rise_Concave|Sinusoidal_Rise_Fall_Full|Positive_Change_Partial|Exponential_Fall_Convex|Linear_Rise_Sharp_Fall_Exponential_Rise|Linear_High|Sinusoidal_Fall_Rise_Full|Sinusoidal_Rise_Fall_Rise_Partial|Negative_Change_Full|Logistic_Fall|Sinusoidal_Rise_Fall_Partial|Linear_Fall|Linear_Middle|Sinusoidal_Fall_Rise_Fall_Rise|Linear_Rise|Exponential_Fall_Concave|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Partial|Exponential_Rise_Convex|Sinusoidal_Rise_Fall_Rise_Fall|Positive_Change_Full|Linear_Rise_Sharp_Fall|Sinusoidal_Fall_Rise_Fall_Full|Logistic_Rise|Linear_Low|Negative_Change_Partial
2020-06-16 15:17:20,2020-06-16 15:28:19,0,73.10.194.217,100,658,1,2020-06-16 15:28:19,R_9vE5QgvaFBGE7hT,,,,,40.088104248046875,-74.11949920654296875,anonymous,EN,1,2,2,,,,,5,4,1,42,62,nice,56,54,nice,4,6,good,42,58,nice,51,63,good,51,59,good,62,50,good,50,46,good,54,54,goodd,53,66,good,39,39,good,52,60,super,28,47,good,56,56,good,71,48,good,51,42,good,47,47,good,53,43,good,55,48,good,53,59,nice,41,44,good,52,58,good,60,54,good,46,44,good,59,62,good,67,65,good,53,36,good,2,2,2,2,,1,,25,5,,nice survey,Sinusoidal_Rise_Fall_Partial|Linear_Rise|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Full|Linear_Middle|Sinusoidal_Rise_Fall_Rise_Full|Exponential_Fall_Convex|Sinusoidal_Fall_Rise_Full|Linear_Fall|Linear_Rise_Sharp_Fall|Exponential_Fall_Concave|Logistic_Rise|Positive_Change_Full|Exponential_Rise_Convex|Negative_Change_Partial|Linear_High|Sinusoidal_Rise_Fall_Rise_Partial|Logistic_Fall|Linear_Low|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Rise_Fall_Rise_Fall|Positive_Change_Partial|Sinusoidal_Fall_Rise_Fall_Full|Linear_Rise_Sharp_Fall_Exponential_Rise|Negative_Change_Full|Exponential_Rise_Concave|Sinusoidal_Fall_Rise_Partial
2020-06-16 15:09:36,2020-06-16 15:29:21,0,47.211.79.80,100,1184,1,2020-06-16 15:29:21,R_pE0G8CXrZgOHtTz,,,,,31.22320556640625,-92.3202972412109375,anonymous,EN,1,2,2,,,,,5,1,3,82,61,No comments,84,61,Happiness level continuosly decreases,72,57,No comments,83,61,Happiness level is neutral,72,60,Happiness level is neutral,84,70,Happiness is continue in higher level,83,61,No comments,70,52,No comments,84,64,Happiness level continuosly decreases,83,63,Happiness level more variation in 40th age,60,80,No comments,83,62,Happiness level variation in 40th age,75,62,No comments,86,68,Happiness level not stable,73,56,No comments,84,61,Happiness level continuosly variation,81,61,No comments,80,60,Equal emotion,83,63,Happiness level not same,71,61,No comments,81,60,Greater changes in 40th age,80,58,No comments,84,71,No comments,79,62,No comments,81,60,No comments,73,55,Happiness level variation in 40th age,81,70,Happiness level is in variation,2,4,3,1,,1,,26,5,,,Exponential_Rise_Concave|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Fall_Partial|Linear_Low|Sinusoidal_Fall_Rise_Fall_Rise|Exponential_Rise_Convex|Logistic_Rise|Linear_Rise|Linear_Fall|Logistic_Fall|Exponential_Fall_Concave|Sinusoidal_Rise_Fall_Rise_Full|Negative_Change_Full|Negative_Change_Partial|Sinusoidal_Rise_Fall_Rise_Fall|Exponential_Fall_Convex|Sinusoidal_Rise_Fall_Full|Positive_Change_Full|Sinusoidal_Rise_Fall_Rise_Partial|Linear_Rise_Sharp_Fall|Sinusoidal_Fall_Rise_Fall_Full|Linear_Middle|Linear_Rise_Sharp_Fall_Exponential_Rise|Positive_Change_Partial|Sinusoidal_Fall_Rise_Full|Sinusoidal_Rise_Fall_Partial|Linear_High
2020-06-16 15:08:25,2020-06-16 15:31:26,0,104.3.176.110,100,1381,1,2020-06-16 15:31:26,R_2wBK0R1VtzoyfbP,,,,,30.3668060302734375,-81.58730316162109375,anonymous,EN,1,2,2,,,,,3,4,3,70,93,minded,71,82,lost,61,82,poor,62,83,middle,60,83,wonderfull,60,82,hurt,62,83,worst,52,73,beauty,61,82,best,50,80,motivator,71,81,growth,62,81,adult,51,82,strong,51,70,best,70,82,motivated,52,51,happiest,52,82,happiest,52,72,confuse,52,71,hurt,61,84,bad,51,81,strongest,61,82,happeist,74,81,looser,62,82,best,50,87,sad,40,71,looser,72,90,confused,3,2,3,1,,1,,51,4,,good,Sinusoidal_Fall_Rise_Fall_Full|Negative_Change_Partial|Linear_High|Exponential_Rise_Convex|Linear_Middle|Linear_Rise_Sharp_Fall_Exponential_Rise|Linear_Rise|Positive_Change_Partial|Sinusoidal_Rise_Fall_Full|Linear_Fall|Logistic_Rise|Exponential_Fall_Concave|Exponential_Rise_Concave|Exponential_Fall_Convex|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Rise_Full|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Rise_Fall_Partial|Logistic_Fall|Linear_Low|Positive_Change_Full|Negative_Change_Full|Sinusoidal_Rise_Fall_Rise_Partial|Linear_Rise_Sharp_Fall|Sinusoidal_Fall_Rise_Full|Sinusoidal_Fall_Rise_Fall_Partial
2020-06-16 15:20:58,2020-06-16 15:35:15,0,74.110.120.24,100,857,1,2020-06-16 15:35:15,R_1NwhzvzFvyqfUP2,,,,,36.796905517578125,-76.1797027587890625,anonymous,EN,1,2,2,,,,,5,1,2,82,78,happy,53,12,sliding,0,0,bad,50,2,mediocre,100,100,awesome,14,3,miserable,48,12,curved,75,61,hopeful,50,1,hard,53,18,long,55,17,later,52,17,hopeful,58,24,good,24,2,unpredictable,19,8,wanting,39,2,complicated,51,15,uneven,39,1,wierd,7,3,lonely,59,9,late,49,8,uncertain,50,5,clumsy,48,9,downhill,61,53,good,51,20,uphill,1,0,unhappy,38,1,loopy,2,4,2,2,,1,,44,2,,none,Exponential_Fall_Concave|Linear_Rise_Sharp_Fall_Exponential_Rise|Logistic_Rise|Sinusoidal_Fall_Rise_Full|Positive_Change_Partial|Exponential_Fall_Convex|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Full|Sinusoidal_Fall_Rise_Partial|Linear_High|Exponential_Rise_Concave|Linear_Low|Linear_Middle|Sinusoidal_Fall_Rise_Fall_Rise|Positive_Change_Full|Sinusoidal_Fall_Rise_Fall_Full|Negative_Change_Partial|Linear_Fall|Linear_Rise_Sharp_Fall|Sinusoidal_Rise_Fall_Partial|Linear_Rise|Logistic_Fall|Sinusoidal_Rise_Fall_Rise_Full|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Rise_Fall_Rise_Partial|Negative_Change_Full|Exponential_Rise_Convex
2020-06-16 15:26:15,2020-06-16 15:35:54,0,198.228.81.114,100,578,1,2020-06-16 15:35:54,R_T4Mx1jjXKZcBtRL,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,2,2,,,,,5,4,3,73,62,steady,80,67,steady,81,65,empty,78,63,average,80,66,unknown level,76,68,upward,78,65,down,84,58,good,86,66,fall,81,61,upward,84,68,immediate,82,59,normal,80,73,fall,84,58,surviving,85,66,better,75,62,ups and downs,86,66,normal,78,68,experienced,83,70,normal,82,69,good,82,72,downfall,80,67,better,71,58,steady,82,64,better,75,66,better,73,60,start,80,60,changing,2,4,2,2,,1,,,5,,,Sinusoidal_Rise_Fall_Rise_Full|Linear_Low|Sinusoidal_Fall_Rise_Fall_Partial|Positive_Change_Full|Negative_Change_Full|Linear_High|Linear_Middle|Linear_Rise|Exponential_Fall_Convex|Sinusoidal_Fall_Rise_Full|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Fall_Rise_Fall_Rise|Linear_Fall|Positive_Change_Partial|Sinusoidal_Fall_Rise_Partial|Exponential_Fall_Concave|Logistic_Fall|Logistic_Rise|Sinusoidal_Rise_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Rise_Fall|Linear_Rise_Sharp_Fall|Exponential_Rise_Concave|Sinusoidal_Rise_Fall_Full|Linear_Rise_Sharp_Fall_Exponential_Rise|Exponential_Rise_Convex|Negative_Change_Partial
2020-06-16 15:13:49,2020-06-16 15:36:42,0,68.50.90.21,100,1372,1,2020-06-16 15:36:42,R_3L7INFUVtuBkJKL,,,,,40.1938018798828125,-85.19629669189453125,anonymous,EN,1,2,2,,,,,3,3,2,50,67,moving,68,58,joyfull,76,61,happiness,63,55,normal,50,63,complete,61,52,everthing,63,51,hard work,59,47,startup,55,46,happend,62,54,changing,55,50,everything,53,69,up and down,55,76,beautiful,66,58,keepit,67,56,motivate,70,56,acceptance,53,68,up and down,61,51,motivate,53,75,move on,50,67,acceptance,64,58,up and down,44,59,meet,61,100,move on,62,75,joyful,66,51,trying,69,50,acceptance,65,58,fearless,2,4,2,2,,1,,61,5,,good,Linear_Low|Linear_Fall|Positive_Change_Partial|Logistic_Rise|Sinusoidal_Rise_Fall_Rise_Fall|Negative_Change_Full|Sinusoidal_Rise_Fall_Partial|Linear_Rise|Logistic_Fall|Sinusoidal_Fall_Rise_Full|Positive_Change_Full|Linear_High|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Fall_Rise_Fall_Rise|Linear_Rise_Sharp_Fall_Exponential_Rise|Exponential_Rise_Convex|Exponential_Rise_Concave|Sinusoidal_Fall_Rise_Partial|Exponential_Fall_Convex|Linear_Rise_Sharp_Fall|Exponential_Fall_Concave|Linear_Middle|Sinusoidal_Rise_Fall_Rise_Full|Negative_Change_Partial|Sinusoidal_Rise_Fall_Full|Sinusoidal_Rise_Fall_Rise_Partial
2020-06-16 15:29:10,2020-06-16 15:38:46,0,76.77.239.58,100,576,1,2020-06-16 15:38:47,R_rpX9aLDwsRM7k41,,,,,39.093902587890625,-89.8031005859375,anonymous,EN,1,2,2,,,,,4,3,3,91,75,hate,91,89,good,93,95,feeling,51,49,nutural,87,82,enjoy,91,85,look,95,90,good,94,92,life,90,83,like,93,93,kind,93,83,beautiful,90,94,meaning,93,85,good,97,89,very much,95,89,small,80,90,good,94,92,better,95,91,good,96,95,power,96,90,enjoy,96,86,very much,91,77,enjoy,91,91,good,96,94,bad,97,89,nice,87,94,nice,96,91,better,2,4,4,1,,2,,46,6,,good,Linear_High|Exponential_Fall_Concave|Exponential_Fall_Convex|Logistic_Rise|Linear_Rise_Sharp_Fall|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Fall_Rise_Partial|Exponential_Rise_Convex|Linear_Rise|Linear_Rise_Sharp_Fall_Exponential_Rise|Negative_Change_Partial|Positive_Change_Full|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Full|Linear_Fall|Negative_Change_Full|Sinusoidal_Rise_Fall_Rise_Partial|Logistic_Fall|Linear_Low|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Fall_Rise_Fall_Partial|Exponential_Rise_Concave|Linear_Middle|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Rise_Fall_Rise_Full|Positive_Change_Partial|Sinusoidal_Fall_Rise_Full
2020-06-16 15:29:17,2020-06-16 15:40:48,0,198.228.80.41,100,690,1,2020-06-16 15:40:48,R_1Hqyyr8F0zOp0yI,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,2,2,,,,,5,1,2,66,57,Any thing is not remains same.,49,68,Any thing is not remains same.,100,100,Any thing is not remains same.,69,57,Any thing is not remains same.,76,53,anything is not remains same.,85,79,Any thing is not remains same.,62,74,Any thing is not remains same.,81,73,Any thing is not remains same.,60,70,Any thing is not remains same.,86,80,Any thing is not remains same.,89,79,Any thing is not remains same.,63,74,Any thing is not remains same.,47,52,Any thing is not remains same.,61,51,Any thing is not remains same.,55,52,Any thing is not remains same.,75,68,Any thing is not remains same.,83,71,Any thing is not remains same.,89,74,Any thing is not remains same.,60,55,Any thing is not remains same.,38,43,Any thing is not remains same.,26,27,Any thing is not remains same.,40,49,Any thing is not remains same.,35,46,Any thing is not remains same.,85,80,Any thing is not remains same.,92,78,Any thing is not remains same.,72,71,Any thing is not remains same.,73,63,Any thing is not remains same.,2,4,3,2,,1,,51,5,,it is much better,Linear_High|Exponential_Fall_Convex|Exponential_Rise_Convex|Sinusoidal_Fall_Rise_Fall_Rise|Negative_Change_Full|Sinusoidal_Fall_Rise_Partial|Negative_Change_Partial|Exponential_Rise_Concave|Linear_Rise_Sharp_Fall|Sinusoidal_Rise_Fall_Full|Linear_Middle|Sinusoidal_Rise_Fall_Rise_Fall|Linear_Fall|Exponential_Fall_Concave|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Fall_Full|Linear_Rise|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Fall_Rise_Full|Sinusoidal_Rise_Fall_Rise_Full|Sinusoidal_Rise_Fall_Partial|Logistic_Rise|Positive_Change_Partial|Logistic_Fall|Linear_Low|Sinusoidal_Rise_Fall_Rise_Partial|Positive_Change_Full
2020-06-16 15:31:18,2020-06-16 15:41:19,0,71.83.196.194,100,601,1,2020-06-16 15:41:20,R_2q2DzmQgEvqGB3i,,,,,34.1623992919921875,-118.12750244140625,anonymous,EN,1,2,2,,,,,5,1,2,41,10,Unhappy,10,0,Decline,0,0,Meanngless,50,24,Content,100,100,Happy,24,12,Sad,8,0,Depressing,81,62,Happy,69,54,Meaningful,37,21,Sucky,36,16,Tolerable,61,30,Interesting,55,34,Okay,44,16,Wavy,18,25,Depressing,35,18,Rollercoaster,60,35,Okay,44,17,Bipolar,44,20,Rollercoaster,18,11,Strange,14,0,Ouch,40,0,Unfulfilling,29,12,Strange,48,25,Radical,53,23,Okay,4,3,Unhappy,50,31,Weird,2,4,3,2,,1,,31,3,,"Too long, with not enough pay",Positive_Change_Full|Sinusoidal_Rise_Fall_Full|Linear_Low|Exponential_Fall_Convex|Exponential_Rise_Concave|Logistic_Fall|Linear_High|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Fall_Rise_Fall_Partial|Exponential_Rise_Convex|Logistic_Rise|Linear_Middle|Linear_Fall|Linear_Rise|Exponential_Fall_Concave|Sinusoidal_Rise_Fall_Rise_Full|Negative_Change_Full|Negative_Change_Partial|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Fall_Rise_Fall_Full|Linear_Rise_Sharp_Fall|Sinusoidal_Fall_Rise_Full|Positive_Change_Partial|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Rise_Partial
2020-06-16 15:08:08,2020-06-16 15:43:53,0,199.187.211.107,100,2145,1,2020-06-16 15:43:53,R_22GoK59FzzQTjDC,,,,,47.6143951416015625,-122.344696044921875,anonymous,EN,1,2,2,,,,,5,1,2,100,99,content,20,0,strerssful,0,0,sad,15,1,constant,97,93,great,84,57,content,18,9,declining,95,90,"satisfactory ",89,13,normal,50,5,improved,83,45,average,68,30,typical,20,1,stressful,71,31,good,63,29,better,72,42,interesting,71,5,eventful,66,36,challenging,25,5,"pitiful ",85,72,good,7,1,"awful ",56,25,confusing,16,10,sad,31,11,lonely,83,76,happy,18,8,depressing,82,62,wonderful,2,4,3,1,,2,,30,5,,it was interesting,Sinusoidal_Rise_Fall_Rise_Full|Linear_Rise|Linear_Low|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Fall_Rise_Partial|Negative_Change_Full|Sinusoidal_Rise_Fall_Rise_Partial|Linear_Rise_Sharp_Fall_Exponential_Rise|Negative_Change_Partial|Linear_Fall|Positive_Change_Full|Exponential_Rise_Concave|Sinusoidal_Rise_Fall_Full|Sinusoidal_Fall_Rise_Fall_Full|Positive_Change_Partial|Linear_Rise_Sharp_Fall|Logistic_Rise|Exponential_Rise_Convex|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Rise_Fall_Partial|Logistic_Fall|Exponential_Fall_Convex|Exponential_Fall_Concave|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Full|Linear_Middle|Linear_High
2020-06-16 15:30:19,2020-06-16 15:44:32,0,104.192.69.247,100,853,1,2020-06-16 15:44:33,R_3MKmYpQjE4sYlPF,,,,,35.1313018798828125,-84.875,anonymous,EN,1,2,2,,,,,5,1,2,70,50,Neutral,60,75,Neutral,69,50,Good,60,70,Neutral,55,60,Good,65,55,Good,60,55,Good,70,60,Good,60,65,Good,60,60,Neutral,60,75,Good,65,60,Neutral,60,70,Stressful,60,70,Neutral,60,65,Unbalance,60,75,Unbalance,65,75,Neutral,80,60,Neutral,65,75,Unbalance,60,75,Neutral,60,75,Neutral,60,70,Neutral,60,70,Good,65,60,Neutral,60,70,Stressful,70,65,Good,60,60,Neutral,2,4,2,1,,1,,34,5,,Good,Linear_High|Linear_Rise_Sharp_Fall|Negative_Change_Partial|Sinusoidal_Fall_Rise_Fall_Rise|Linear_Low|Sinusoidal_Rise_Fall_Partial|Positive_Change_Partial|Exponential_Fall_Convex|Linear_Rise_Sharp_Fall_Exponential_Rise|Exponential_Rise_Convex|Sinusoidal_Rise_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Full|Exponential_Fall_Concave|Logistic_Fall|Sinusoidal_Fall_Rise_Fall_Partial|Negative_Change_Full|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Rise_Full|Sinusoidal_Rise_Fall_Full|Linear_Middle|Exponential_Rise_Concave|Positive_Change_Full|Linear_Rise|Linear_Fall|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Rise_Fall_Rise_Fall|Logistic_Rise
2020-06-16 15:08:34,2020-06-16 15:44:59,0,24.13.234.111,100,2185,1,2020-06-16 15:45:00,R_40jRA9cxxEALClX,,,,,42.104705810546875,-87.75659942626953125,anonymous,EN,1,2,2,,,,,5,4,2,63,38,fair,70,93,good,3,2,very bad,64,23,ok,100,100,too good,41,14,ok,38,5,bat,87,76,favor,95,69,good,60,26,ok,69,38,nice,26,6,not ok,5,9,bad,46,17,ok,69,59,nice,29,5,poor,8,4,uncomfortable,73,59,ok,41,5,not good,70,54,good,38,6,bad,60,69,good,69,27,ok,30,10,bad,51,27,not fair,23,7,bad,56,25,ok,2,4,3,1,,1,,50,2,,good,Linear_Fall|Positive_Change_Full|Exponential_Fall_Concave|Sinusoidal_Fall_Rise_Fall_Partial|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Rise_Full|Linear_Rise|Negative_Change_Partial|Linear_High|Logistic_Fall|Exponential_Rise_Convex|Sinusoidal_Fall_Rise_Fall_Full|Exponential_Fall_Convex|Sinusoidal_Fall_Rise_Full|Sinusoidal_Rise_Fall_Full|Linear_Low|Positive_Change_Partial|Logistic_Rise|Linear_Middle|Exponential_Rise_Concave|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Rise_Fall|Linear_Rise_Sharp_Fall|Sinusoidal_Rise_Fall_Rise_Partial|Negative_Change_Full
2020-06-16 15:33:10,2020-06-16 15:45:37,0,50.25.69.85,100,746,1,2020-06-16 15:45:37,R_1OCbO9RvjFV1ALt,,,,,37.6902008056640625,-82.26419830322265625,anonymous,EN,1,2,2,,,,,5,1,2,64,46,better,18,5,worse,13,14,sad,49,29,average,89,89,happy,31,9,unhappy,37,6,unhappy,87,90,happy,69,60,happy,42,28,mixed,51,58,average,29,16,mixed,40,11,average,41,18,varied,59,9,varied,50,19,varied,51,18,mixed,50,23,varied,55,15,varied,58,35,okay,47,15,downhill,51,19,mixed,31,20,downhill,61,49,happy,55,21,mixed,28,8,bad,51,26,mixed,2,4,3,2,,1,,60,3,,,Exponential_Fall_Convex|Positive_Change_Full|Linear_High|Sinusoidal_Fall_Rise_Fall_Partial|Negative_Change_Partial|Linear_Rise_Sharp_Fall_Exponential_Rise|Exponential_Rise_Convex|Sinusoidal_Fall_Rise_Full|Linear_Fall|Linear_Middle|Sinusoidal_Fall_Rise_Fall_Rise|Linear_Rise_Sharp_Fall|Sinusoidal_Rise_Fall_Full|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Rise_Fall|Exponential_Fall_Concave|Exponential_Rise_Concave|Sinusoidal_Rise_Fall_Rise_Partial|Positive_Change_Partial|Sinusoidal_Rise_Fall_Partial|Logistic_Rise|Sinusoidal_Fall_Rise_Fall_Full|Negative_Change_Full|Linear_Low|Linear_Rise|Logistic_Fall|Sinusoidal_Rise_Fall_Rise_Full
